Nanopore_ID	Sample_ID	Illumina_Library_ID	Culturing_Sample_ID	Antibiotics
N154_BC09	HMA001	WEE287	HMA003	AMP
N154_BC10	HMA001	WEE287	HMA003	CHLOR
N154_BC11	HMA001	WEE287	HMA003	KAN
N154_BC12	HMA001	WEE287	HMA003	STREP
N161_BC02	HMA001	WEE287	HMA003	TET
N214_BC08	HMA001	WEE287	HMA003	BHI
N170_BC04	HMA001_02	WEE125	HMA003_02	AMP
N170_BC05	HMA001_02	WEE125	HMA003_02	KAN
N170_BC06	HMA001_02	WEE125	HMA003_02	STREP
N170_BC07	HMA001_02	WEE125	HMA003_02	TET
N185_BC05	HMA001_02	WEE125	HMA003_02	CHLOR
N218_BC05	HMA001_02	WEE125	HMA003_02	BHI
N139_BC07	HMA004	WEE315	HMA006	AMP
N139_BC08	HMA004	WEE315	HMA006	KAN
N139_BC09	HMA004	WEE315	HMA006	STREP
N150_BC11	HMA004	WEE315	HMA006	TET
N209_BC12	HMA004	WEE315	HMA006	BHI
N100_BC01	HMA004_02	WEE074	HMA006_02	STREP
N100_BC02	HMA004_02	WEE074	HMA006_02	KAN
N100_BC03	HMA004_02	WEE074	HMA006_02	CHLOR
N106_BC01	HMA004_02	WEE074	HMA006_02	TET
N130_BC01	HMA004_02	WEE074	HMA006_02	AMP
N237_BC03	HMA004_02	WEE074	HMA006_02	BHI
N146_BC04	HMA007	WEE342	HMA009	KAN
N151_BC10	HMA007	WEE342	HMA009	AMP
N151_BC11	HMA007	WEE342	HMA009	STREP
N151_BC12	HMA007	WEE342	HMA009	TET
N220_BC12	HMA007	WEE342	HMA009	BHI
N163_BC08	HMA007_02	WEE233	HMA009_02	AMP
N163_BC09	HMA007_02	WEE233	HMA009_02	KAN
N163_BC10	HMA007_02	WEE233	HMA009_02	TET
N216_BC08	HMA007_02	WEE233	HMA009_02	BHI
N144_BC08	HMA010	WEE290	HMA012	AMP
N144_BC09	HMA010	WEE290	HMA012	CHLOR
N144_BC10	HMA010	WEE290	HMA012	KAN
N144_BC11	HMA010	WEE290	HMA012	STREP
N144_BC12	HMA010	WEE290	HMA012	TET
N212_BC12	HMA010	WEE290	HMA012	BHI
N127_BC08	HMA010_02	WEE214	HMA012_02	STREP
N127_BC09	HMA010_02	WEE214	HMA012_02	AMP
N127_BC10	HMA010_02	WEE214	HMA012_02	KAN
N127_BC11	HMA010_02	WEE214	HMA012_02	TET
N204_BC02	HMA010_02	WEE214	HMA012_02	BHI
N138_BC03	HMA018	WEE362	HMA020	AMP
N138_BC04	HMA018	WEE362	HMA020	CHLOR
N138_BC05	HMA018	WEE362	HMA020	KAN
N138_BC06	HMA018	WEE362	HMA020	STREP
N138_BC07	HMA018	WEE362	HMA020	TET
N240_BC02	HMA018	WEE362	HMA020	BHI
N167_BC01	HMA018_02	WEE137	HMA020_02	AMP
N167_BC02	HMA018_02	WEE137	HMA020_02	KAN
N167_BC03	HMA018_02	WEE137	HMA020_02	STREP
N167_BC04	HMA018_02	WEE137	HMA020_02	TET
N195_BC12	HMA018_02	WEE137	HMA020_02	CHLOR
N217_BC08	HMA018_02	WEE137	HMA020_02	BHI
N155_BC09	HMA021	WEE351	HMA023	KAN
N161_BC04	HMA021	WEE351	HMA023	AMP
N161_BC05	HMA021	WEE351	HMA023	CHLOR
N161_BC06	HMA021	WEE351	HMA023	TET
N221_BC03	HMA021	WEE351	HMA023	BHI
N167_BC09	HMA021_02	WEE358	HMA023_02	KAN
N167_BC10	HMA021_02	WEE358	HMA023_02	STREP
N167_BC11	HMA021_02	WEE358	HMA023_02	TET
N185_BC02	HMA021_02	WEE358	HMA023_02	AMP
N185_BC03	HMA021_02	WEE358	HMA023_02	CHLOR
N217_BC10	HMA021_02	WEE358	HMA023_02	BHI
N142_BC07	HMA024	WEE355	HMA026	AMP
N142_BC08	HMA024	WEE355	HMA026	KAN
N142_BC09	HMA024	WEE355	HMA026	TET
N151_BC06	HMA024	WEE355	HMA026	STREP
N212_BC07	HMA024	WEE355	HMA026	BHI
N239_BC03	HMA024	WEE355	HMA026	CHLOR
N109_BC06	HMA024_02	WEE219	HMA026_02	AMP
N109_BC07	HMA024_02	WEE219	HMA026_02	STREP
N109_BC08	HMA024_02	WEE219	HMA026_02	CHLOR
N109_BC09	HMA024_02	WEE219	HMA026_02	KAN
N109_BC10	HMA024_02	WEE219	HMA026_02	TET
N194_BC10	HMA024_02	WEE219	HMA026_02	BHI
N145_BC08	HMA027	WEE356	HMA029	KAN
N151_BC08	HMA027	WEE356	HMA029	TET
N160_BC05	HMA027	WEE356	HMA029	STREP
N162_BC08	HMA027_02	WEE337	HMA029_02	AMP
N162_BC09	HMA027_02	WEE337	HMA029_02	KAN
N162_BC10	HMA027_02	WEE337	HMA029_02	STREP
N162_BC11	HMA027_02	WEE337	HMA029_02	TET
N207_BC07	HMA027_02	WEE337	HMA029_02	CHLOR
N237_BC02	HMA027_02	WEE337	HMA029_02	BHI
N156_BC01	HMA030	WEE025	HMA032	STREP
N156_BC02	HMA030	WEE025	HMA032	KAN
N215_BC02	HMA030	WEE025	HMA032	BHI
N182_BC07	HMA030_02	WEE026	HMA032_02	KAN
N182_BC08	HMA030_02	WEE026	HMA032_02	STREP
N197_BC11	HMA030_02	WEE026	HMA032_02	AMP
N223_BC05	HMA030_02	WEE026	HMA032_02	BHI
N149_BC11	HMA033	WEE142	HMA035	AMP
N149_BC12	HMA033	WEE142	HMA035	STREP
N214_BC06	HMA033	WEE142	HMA035	BHI
N165_BC10	HMA033_02	WEE240	HMA035_02	AMP
N165_BC11	HMA033_02	WEE240	HMA035_02	KAN
N165_BC12	HMA033_02	WEE240	HMA035_02	STREP
N217_BC03	HMA033_02	WEE240	HMA035_02	BHI
N104_BC06	HMA039	WEE028	HMA041	AMP
N104_BC07	HMA039	WEE028	HMA041	KAN
N104_BC08	HMA039	WEE028	HMA041	TET
N200_BC05	HMA039	WEE028	HMA041	BHI
N236_BC06	HMA039_02	WEE298	HMA041_02	AMP
N236_BC07	HMA039_02	WEE298	HMA041_02	KAN
N162_BC07	HMA042	WEE029	HMA044	STREP
N216_BC07	HMA042	WEE029	HMA044	BHI
N139_BC10	HMBL001	WEE264	HMBL003	AMP
N139_BC11	HMBL001	WEE264	HMBL003	KAN
N150_BC12	HMBL001	WEE264	HMBL003	TET
N211_BC11	HMBL001	WEE264	HMBL003	BHI
N199_BC01	HMBL001_02	WEE196	HMBL003_02	AMP
N199_BC02	HMBL001_02	WEE196	HMBL003_02	CHLOR
N199_BC03	HMBL001_02	WEE196	HMBL003_02	KAN
N199_BC04	HMBL001_02	WEE196	HMBL003_02	TET
N124_BC06	HMBL004	WEE297	HMBL006	AMP
N124_BC07	HMBL004	WEE297	HMBL006	TET
N124_BC08	HMBL004	WEE297	HMBL006	STREP
N131_BC07	HMBL004	WEE297	HMBL006	KAN
N203_BC04	HMBL004	WEE297	HMBL006	BHI
N230_BC09	HMBL004	WEE297	HMBL006	CHLOR
N176_BC09	HMBL004_02	WEE155	HMBL006_02	CHLOR
N176_BC10	HMBL004_02	WEE155	HMBL006_02	KAN
N176_BC11	HMBL004_02	WEE155	HMBL006_02	STREP
N176_BC12	HMBL004_02	WEE155	HMBL006_02	TET
N186_BC07	HMBL004_02	WEE155	HMBL006_02	AMP
N221_BC08	HMBL004_02	WEE155	HMBL006_02	BHI
N123_BC09	HMBL007	WEE291	HMBL009	KAN
N123_BC10	HMBL007	WEE291	HMBL009	AMP
N144_BC01	HMBL007_02	WEE140	HMBL009_02	AMP
N144_BC02	HMBL007_02	WEE140	HMBL009_02	KAN
N212_BC11	HMBL007_02	WEE140	HMBL009_02	BHI
N226_BC01	HMBL007_02	WEE140	HMBL009_02	TET
N235_BC11	HMBL007_02	WEE140	HMBL009_02	STREP
N128_BC06	HMBL010	WEE280	HMBL012	CHLOR
N128_BC07	HMBL010	WEE280	HMBL012	KAN
N195_BC06	HMBL010	WEE280	HMBL012	STREP
N238_BC07	HMBL010_02	WEE172	HMBL012_02	BHI
N238_BC08	HMBL010_02	WEE172	HMBL012_02	AMP
N238_BC09	HMBL010_02	WEE172	HMBL012_02	KAN
N238_BC10	HMBL010_02	WEE172	HMBL012_02	TET
N118_BC08	HMBL013	WEE278	HMBL015	AMP
N118_BC09	HMBL013	WEE278	HMBL015	STREP
N130_BC06	HMBL013	WEE278	HMBL015	TET
N201_BC11	HMBL013	WEE278	HMBL015	BHI
N220_BC02	HMBL013	WEE278	HMBL015	CHLOR
N235_BC04	HMBL013	WEE278	HMBL015	KAN
N238_BC11	HMBL013_02	WEE070	HMBL015_02	BHI
N238_BC12	HMBL013_02	WEE070	HMBL015_02	AMP
N240_BC05	HMBL013_02	WEE070	HMBL015_02	KAN
N240_BC06	HMBL013_02	WEE070	HMBL015_02	TET
N114_BC05	HMBL016	WEE276	HMBL018	CHLOR
N114_BC06	HMBL016	WEE276	HMBL018	KAN
N114_BC07	HMBL016	WEE276	HMBL018	TET
N201_BC01	HMBL016	WEE276	HMBL018	BHI
N143_BC08	HMBL016_02	WEE058	HMBL018_02	AMP
N143_BC09	HMBL016_02	WEE058	HMBL018_02	CHLOR
N143_BC10	HMBL016_02	WEE058	HMBL018_02	KAN
N143_BC11	HMBL016_02	WEE058	HMBL018_02	STREP
N143_BC12	HMBL016_02	WEE058	HMBL018_02	TET
N220_BC11	HMBL016_02	WEE058	HMBL018_02	BHI
N116_BC07	HMBL019	WEE307	HMBL021	AMP
N116_BC08	HMBL019	WEE307	HMBL021	CHLOR
N116_BC09	HMBL019	WEE307	HMBL021	STREP
N116_BC10	HMBL019	WEE307	HMBL021	KAN
N116_BC11	HMBL019	WEE307	HMBL021	TET
N201_BC06	HMBL019	WEE307	HMBL021	BHI
N111_BC02	HMBL019_02	WEE061	HMBL021_02	AMP
N111_BC03	HMBL019_02	WEE061	HMBL021_02	CHLOR
N111_BC04	HMBL019_02	WEE061	HMBL021_02	KAN
N111_BC05	HMBL019_02	WEE061	HMBL021_02	TET
N208_BC09	HMBL019_02	WEE061	HMBL021_02	BHI
N210_BC04	HMBL019_02	WEE061	HMBL021_02	STREP
N123_BC03	HMBL022	WEE283	HMBL024	CHLOR
N123_BC04	HMBL022	WEE283	HMBL024	TET
N123_BC05	HMBL022	WEE283	HMBL024	AMP
N131_BC04	HMBL022	WEE283	HMBL024	KAN
N202_BC09	HMBL022	WEE283	HMBL024	BHI
N224_BC11	HMBL022_02	WEE064	HMBL024_02	BHI
N224_BC12	HMBL022_02	WEE064	HMBL024_02	AMP
N228_BC11	HMBL022_02	WEE064	HMBL024_02	CHLOR
N228_BC12	HMBL022_02	WEE064	HMBL024_02	KAN
N229_BC01	HMBL022_02	WEE064	HMBL024_02	TET
N118_BC06	HMBL025	WEE308	HMBL027	AMP
N118_BC07	HMBL025	WEE308	HMBL027	STREP
N130_BC04	HMBL025	WEE308	HMBL027	KAN
N130_BC05	HMBL025	WEE308	HMBL027	TET
N201_BC10	HMBL025	WEE308	HMBL027	BHI
N109_BC03	HMBL025_02	WEE067	HMBL027_02	AMP
N109_BC04	HMBL025_02	WEE067	HMBL027_02	KAN
N109_BC05	HMBL025_02	WEE067	HMBL027_02	TET
N115_BC03	HMBL025_02	WEE067	HMBL027_02	STREP
N194_BC09	HMBL025_02	WEE067	HMBL027_02	BHI
N210_BC03	HMBL025_02	WEE067	HMBL027_02	CHLOR
N117_BC07	HMBL028	WEE284	HMBL030	AMP
N117_BC08	HMBL028	WEE284	HMBL030	KAN
N117_BC09	HMBL028	WEE284	HMBL030	TET
N201_BC08	HMBL028	WEE284	HMBL030	BHI
N230_BC07	HMBL028	WEE284	HMBL030	STREP
N162_BC06	HMBL028_02	WEE071	HMBL030_02	TET
N165_BC03	HMBL028_02	WEE071	HMBL030_02	KAN
N216_BC05	HMBL028_02	WEE071	HMBL030_02	BHI
N236_BC04	HMBL028_02	WEE071	HMBL030_02	AMP
N156_BC11	HMBL031	WEE254	HMBL033	AMP
N156_BC12	HMBL031	WEE254	HMBL033	CHLOR
N157_BC01	HMBL031	WEE254	HMBL033	TET
N161_BC08	HMBL031	WEE254	HMBL033	KAN
N161_BC09	HMBL031	WEE254	HMBL033	STREP
N215_BC06	HMBL031	WEE254	HMBL033	BHI
N179_BC06	HMBL031_02	WEE230	HMBL033_02	AMP
N179_BC07	HMBL031_02	WEE230	HMBL033_02	TET
N197_BC08	HMBL031_02	WEE230	HMBL033_02	KAN
N222_BC01	HMBL031_02	WEE230	HMBL033_02	BHI
N158_BC12	HMBL034	WEE322	HMBL036	AMP
N159_BC01	HMBL034	WEE322	HMBL036	CHLOR
N159_BC02	HMBL034	WEE322	HMBL036	KAN
N159_BC03	HMBL034	WEE322	HMBL036	STREP
N162_BC04	HMBL034	WEE322	HMBL036	TET
N216_BC02	HMBL034	WEE322	HMBL036	BHI
N184_BC04	HMBL034_02	WEE201	HMBL036_02	AMP
N184_BC05	HMBL034_02	WEE201	HMBL036_02	CHLOR
N184_BC06	HMBL034_02	WEE201	HMBL036_02	KAN
N184_BC07	HMBL034_02	WEE201	HMBL036_02	TET
N198_BC02	HMBL034_02	WEE201	HMBL036_02	STREP
N223_BC03	HMBL034_02	WEE201	HMBL036_02	BHI
N148_BC05	HMBL037	WEE286	HMBL039	AMP
N148_BC06	HMBL037	WEE286	HMBL039	CHLOR
N148_BC07	HMBL037	WEE286	HMBL039	KAN
N148_BC08	HMBL037	WEE286	HMBL039	STREP
N148_BC09	HMBL037	WEE286	HMBL039	TET
N214_BC01	HMBL037	WEE286	HMBL039	BHI
N183_BC12	HMBL037_02	WEE199	HMBL039_02	AMP
N184_BC01	HMBL037_02	WEE199	HMBL039_02	CHLOR
N184_BC02	HMBL037_02	WEE199	HMBL039_02	KAN
N184_BC03	HMBL037_02	WEE199	HMBL039_02	TET
N223_BC02	HMBL037_02	WEE199	HMBL039_02	BHI
N145_BC09	HMBL040	WEE300	HMBL042	KAN
N145_BC10	HMBL040	WEE300	HMBL042	TET
N160_BC06	HMBL040	WEE300	HMBL042	STREP
N240_BC07	HMBL040	WEE300	HMBL042	BHI
N151_BC09	HMBL040	WEE300	HMBL042	AMP
N173_BC06	HMBL040_02	WEE228	HMBL042_02	AMP
N173_BC07	HMBL040_02	WEE228	HMBL042_02	CHLOR
N173_BC08	HMBL040_02	WEE228	HMBL042_02	KAN
N173_BC09	HMBL040_02	WEE228	HMBL042_02	STREP
N173_BC10	HMBL040_02	WEE228	HMBL042_02	TET
N228_BC04	HMBL040_02	WEE228	HMBL042_02	BHI
N147_BC12	HMBL043	WEE223	HMBL045	KAN
N148_BC01	HMBL043	WEE223	HMBL045	STREP
N148_BC02	HMBL043	WEE223	HMBL045	TET
N152_BC03	HMBL043	WEE223	HMBL045	AMP
N213_BC11	HMBL043	WEE223	HMBL045	BHI
N178_BC03	HMBL043_02	WEE234	HMBL045_02	KAN
N178_BC04	HMBL043_02	WEE234	HMBL045_02	TET
N154_BC05	HMBL046	WEE311	HMBL048	TET
N155_BC04	HMBL046	WEE311	HMBL048	KAN
N160_BC12	HMBL046	WEE311	HMBL048	AMP
N215_BC01	HMBL046	WEE311	HMBL048	BHI
N226_BC04	HMBL046	WEE311	HMBL048	STREP
N184_BC10	HMBL046_02	WEE235	HMBL048_02	AMP
N184_BC11	HMBL046_02	WEE235	HMBL048_02	KAN
N184_BC12	HMBL046_02	WEE235	HMBL048_02	STREP
N187_BC06	HMBL046_02	WEE235	HMBL048_02	CHLOR
N187_BC07	HMBL046_02	WEE235	HMBL048_02	TET
N223_BC06	HMBL046_02	WEE235	HMBL048_02	BHI
N132_BC10	HMBL049	WEE340	HMBL051	AMP
N132_BC11	HMBL049	WEE340	HMBL051	CHLOR
N132_BC12	HMBL049	WEE340	HMBL051	KAN
N133_BC01	HMBL049	WEE340	HMBL051	STREP
N133_BC02	HMBL049	WEE340	HMBL051	TET
N204_BC07	HMBL049	WEE340	HMBL051	BHI
N175_BC01	HMBL049_02	WEE232	HMBL051_02	STREP
N175_BC02	HMBL049_02	WEE232	HMBL051_02	TET
N180_BC04	HMBL049_02	WEE232	HMBL051_02	AMP
N180_BC05	HMBL049_02	WEE232	HMBL051_02	CHLOR
N186_BC06	HMBL049_02	WEE232	HMBL051_02	KAN
N219_BC09	HMBL049_02	WEE232	HMBL051_02	BHI
N103_BC05	HMBL052	WEE242	HMBL054	CHLOR
N103_BC06	HMBL052	WEE242	HMBL054	KAN
N103_BC07	HMBL052	WEE242	HMBL054	TET
N205_BC03	HMBL052	WEE242	HMBL054	AMP
N239_BC08	HMBL052	WEE242	HMBL054	BHI
N177_BC05	HMBL052_02	WEE248	HMBL054_02	KAN
N177_BC06	HMBL052_02	WEE248	HMBL054_02	TET
N186_BC08	HMBL052_02	WEE248	HMBL054_02	AMP
N237_BC07	HMBL052_02	WEE248	HMBL054_02	BHI
N239_BC07	HMBL052_02	WEE248	HMBL054_02	STREP
N154_BC02	HMBL055	WEE212	HMBL057	KAN
N154_BC03	HMBL055	WEE212	HMBL057	STREP
N154_BC04	HMBL055	WEE212	HMBL057	TET
N214_BC11	HMBL055	WEE212	HMBL057	BHI
N193_BC01	HMBL055_02	WEE246	HMBL057_02	KAN
N193_BC02	HMBL055_02	WEE246	HMBL057_02	STREP
N198_BC09	HMBL055_02	WEE246	HMBL057_02	TET
N136_BC05	HMBL058	WEE188	HMBL060	AMP
N136_BC06	HMBL058	WEE188	HMBL060	CHLOR
N136_BC07	HMBL058	WEE188	HMBL060	KAN
N136_BC08	HMBL058	WEE188	HMBL060	TET
N209_BC06	HMBL058	WEE188	HMBL060	BHI
N225_BC10	HMBL058	WEE188	HMBL060	STREP
N179_BC08	HMBL058_02	WEE215	HMBL060_02	AMP
N179_BC09	HMBL058_02	WEE215	HMBL060_02	KAN
N179_BC10	HMBL058_02	WEE215	HMBL060_02	STREP
N179_BC11	HMBL058_02	WEE215	HMBL060_02	TET
N222_BC02	HMBL058_02	WEE215	HMBL060_02	BHI
N109_BC01	HMBL061	WEE177	HMBL063	KAN
N109_BC02	HMBL061	WEE177	HMBL063	TET
N195_BC01	HMBL061	WEE177	HMBL063	CHLOR
N176_BC02	HMBL061_02	WEE194	HMBL063_02	KAN
N176_BC03	HMBL061_02	WEE194	HMBL063_02	TET
N236_BC05	HMBL061_02	WEE194	HMBL063_02	AMP
N237_BC06	HMBL061_02	WEE194	HMBL063_02	BHI
N126_BC04	HMBL064	WEE086	HMBL066	AMP
N126_BC05	HMBL064	WEE086	HMBL066	KAN
N126_BC06	HMBL064	WEE086	HMBL066	STREP
N126_BC07	HMBL064	WEE086	HMBL066	TET
N131_BC12	HMBL064	WEE086	HMBL066	CHLOR
N203_BC09	HMBL064	WEE086	HMBL066	BHI
N229_BC11	HMBL064_02	WEE167	HMBL066_02	BHI
N229_BC12	HMBL064_02	WEE167	HMBL066_02	AMP
N233_BC11	HMBL064_02	WEE167	HMBL066_02	KAN
N233_BC12	HMBL064_02	WEE167	HMBL066_02	STREP
N234_BC01	HMBL064_02	WEE167	HMBL066_02	TET
N120_BC10	HMBL067	WEE165	HMBL069	AMP
N120_BC11	HMBL067	WEE165	HMBL069	CHLOR
N120_BC12	HMBL067	WEE165	HMBL069	KAN
N121_BC01	HMBL067	WEE165	HMBL069	STREP
N121_BC02	HMBL067	WEE165	HMBL069	TET
N233_BC02	HMBL067	WEE165	HMBL069	BHI
N179_BC02	HMBL067_02	WEE354	HMBL069_02	AMP
N179_BC03	HMBL067_02	WEE354	HMBL069_02	KAN
N179_BC04	HMBL067_02	WEE354	HMBL069_02	STREP
N179_BC05	HMBL067_02	WEE354	HMBL069_02	TET
N135_BC07	HMBL070	WEE178	HMBL072	KAN
N135_BC08	HMBL070	WEE178	HMBL072	TET
N206_BC12	HMBL070	WEE178	HMBL072	AMP
N211_BC07	HMBL070	WEE178	HMBL072	BHI
N174_BC08	HMBL070_02	WEE168	HMBL072_02	KAN
N174_BC09	HMBL070_02	WEE168	HMBL072_02	TET
N186_BC01	HMBL070_02	WEE168	HMBL072_02	AMP
N190_BC02	HMBL070_02	WEE168	HMBL072_02	STREP
N219_BC06	HMBL070_02	WEE168	HMBL072_02	BHI
N232_BC09	HMBL070_02	WEE168	HMBL072_02	CHLOR
N124_BC09	HMBL073	WEE143	HMBL075	AMP
N124_BC10	HMBL073	WEE143	HMBL075	CHLOR
N124_BC11	HMBL073	WEE143	HMBL075	KAN
N124_BC12	HMBL073	WEE143	HMBL075	TET
N203_BC05	HMBL073	WEE143	HMBL075	BHI
N105_BC06	HMBL073_02	WEE117	HMBL075_02	KAN
N105_BC07	HMBL073_02	WEE117	HMBL075_02	TET
N239_BC09	HMBL073_02	WEE117	HMBL075_02	BHI
N103_BC08	HMBL076	WEE162	HMBL078	KAN
N103_BC09	HMBL076	WEE162	HMBL078	STREP
N107_BC07	HMBL076	WEE162	HMBL078	CHLOR
N225_BC02	HMBL076	WEE162	HMBL078	TET
N235_BC02	HMBL076	WEE162	HMBL078	AMP
N225_BC09	HMBL076_02	WEE077	HMBL078_02	KAN
N229_BC08	HMBL076_02	WEE077	HMBL078_02	BHI
N229_BC10	HMBL076_02	WEE077	HMBL078_02	TET
N233_BC10	HMBL076_02	WEE077	HMBL078_02	AMP
N136_BC09	HMBL079	WEE159	HMBL081	CHLOR
N136_BC10	HMBL079	WEE159	HMBL081	KAN
N136_BC11	HMBL079	WEE159	HMBL081	TET
N207_BC01	HMBL079	WEE159	HMBL081	STREP
N225_BC11	HMBL079	WEE159	HMBL081	AMP
N233_BC04	HMBL079	WEE159	HMBL081	BHI
N181_BC08	HMBL079_02	WEE135	HMBL081_02	KAN
N181_BC09	HMBL079_02	WEE135	HMBL081_02	TET
N187_BC01	HMBL079_02	WEE135	HMBL081_02	STREP
N139_BC12	HMBL082	WEE183	HMBL084	CHLOR
N140_BC01	HMBL082	WEE183	HMBL084	KAN
N141_BC01	HMBL082	WEE183	HMBL084	TET
N151_BC01	HMBL082	WEE183	HMBL084	AMP
N211_BC12	HMBL082	WEE183	HMBL084	BHI
N231_BC10	HMBL082	WEE183	HMBL084	STREP
N173_BC03	HMBL082_02	WEE128	HMBL084_02	KAN
N173_BC04	HMBL082_02	WEE128	HMBL084_02	STREP
N173_BC05	HMBL082_02	WEE128	HMBL084_02	TET
N207_BC10	HMBL082_02	WEE128	HMBL084_02	AMP
N219_BC01	HMBL082_02	WEE128	HMBL084_02	BHI
N105_BC11	HMBL085	WEE103	HMBL087	AMP
N105_BC12	HMBL085	WEE103	HMBL087	KAN
N107_BC09	HMBL085	WEE103	HMBL087	STREP
N107_BC10	HMBL085	WEE103	HMBL087	TET
N194_BC07	HMBL085	WEE103	HMBL087	BHI
N177_BC09	HMBL085_02	WEE104	HMBL087_02	CHLOR
N177_BC10	HMBL085_02	WEE104	HMBL087_02	KAN
N177_BC11	HMBL085_02	WEE104	HMBL087_02	STREP
N177_BC12	HMBL085_02	WEE104	HMBL087_02	TET
N186_BC09	HMBL085_02	WEE104	HMBL087_02	AMP
N221_BC09	HMBL085_02	WEE104	HMBL087_02	BHI
N138_BC08	HMBL088	WEE118	HMBL090	AMP
N138_BC09	HMBL088	WEE118	HMBL090	CHLOR
N138_BC10	HMBL088	WEE118	HMBL090	KAN
N138_BC11	HMBL088	WEE118	HMBL090	STREP
N138_BC12	HMBL088	WEE118	HMBL090	TET
N209_BC09	HMBL088	WEE118	HMBL090	BHI
N178_BC01	HMBL088_02	WEE119	HMBL090_02	KAN
N178_BC02	HMBL088_02	WEE119	HMBL090_02	TET
N197_BC05	HMBL088_02	WEE119	HMBL090_02	AMP
N197_BC06	HMBL088_02	WEE119	HMBL090_02	CHLOR
N101_BC05	HMBL091	WEE078	HMBL093	AMP
N101_BC06	HMBL091	WEE078	HMBL093	STREP
N101_BC07	HMBL091	WEE078	HMBL093	KAN
N101_BC08	HMBL091	WEE078	HMBL093	CHLOR
N102_BC09	HMBL091	WEE078	HMBL093	TET
N240_BC08	HMBL091	WEE078	HMBL093	BHI
N142_BC10	HMBL091_02	WEE335	HMBL093_02	AMP
N142_BC11	HMBL091_02	WEE335	HMBL093_02	KAN
N151_BC07	HMBL091_02	WEE335	HMBL093_02	CHLOR
N155_BC01	HMBL091_02	WEE335	HMBL093_02	STREP
N155_BC02	HMBL091_02	WEE335	HMBL093_02	TET
N212_BC08	HMBL091_02	WEE335	HMBL093_02	BHI
N153_BC08	HMBL094	WEE087	HMBL096	KAN
N153_BC09	HMBL094	WEE087	HMBL096	TET
N165_BC07	HMBL094_02	WEE186	HMBL096_02	AMP
N165_BC08	HMBL094_02	WEE186	HMBL096_02	KAN
N165_BC09	HMBL094_02	WEE186	HMBL096_02	TET
N217_BC02	HMBL094_02	WEE186	HMBL096_02	BHI
N239_BC06	HMBL094_02	WEE186	HMBL096_02	CHLOR
N114_BC04	HMBL097	WEE095	HMBL099	KAN
N130_BC03	HMBL097	WEE095	HMBL099	TET
N196_BC03	HMBL097_02	WEE333	HMBL099_02	KAN
N207_BC11	HMBL097_02	WEE333	HMBL099_02	AMP
N221_BC05	HMBL097_02	WEE333	HMBL099_02	BHI
N159_BC04	HMBL100	WEE105	HMBL102	CHLOR
N163_BC04	HMBL100	WEE105	HMBL102	AMP
N163_BC05	HMBL100	WEE105	HMBL102	KAN
N207_BC08	HMBL100	WEE105	HMBL102	TET
N177_BC07	HMBL100_02	WEE338	HMBL102_02	CHLOR
N177_BC08	HMBL100_02	WEE338	HMBL102_02	STREP
N197_BC02	HMBL100_02	WEE338	HMBL102_02	AMP
N197_BC03	HMBL100_02	WEE338	HMBL102_02	KAN
N197_BC04	HMBL100_02	WEE338	HMBL102_02	TET
N219_BC12	HMBL100_02	WEE338	HMBL102_02	BHI
N156_BC07	HMBL103	WEE120	HMBL105	AMP
N156_BC08	HMBL103	WEE120	HMBL105	CHLOR
N156_BC09	HMBL103	WEE120	HMBL105	KAN
N156_BC10	HMBL103	WEE120	HMBL105	STREP
N161_BC07	HMBL103	WEE120	HMBL105	TET
N227_BC10	HMBL103	WEE120	HMBL105	BHI
N181_BC01	HMBL103_02	WEE318	HMBL105_02	KAN
N181_BC02	HMBL103_02	WEE318	HMBL105_02	STREP
N186_BC11	HMBL103_02	WEE318	HMBL105_02	CHLOR
N186_BC12	HMBL103_02	WEE318	HMBL105_02	TET
N226_BC12	HMBL103_02	WEE318	HMBL105_02	AMP
N237_BC09	HMBL103_02	WEE318	HMBL105_02	BHI
N102_BC04	HMBL106	WEE079	HMBL108	KAN
N102_BC05	HMBL106	WEE079	HMBL108	TET
N205_BC01	HMBL106	WEE079	HMBL108	STREP
N193_BC03	HMBL106_02	WEE327	HMBL108_02	CHLOR
N193_BC04	HMBL106_02	WEE327	HMBL108_02	KAN
N193_BC05	HMBL106_02	WEE327	HMBL108_02	STREP
N193_BC06	HMBL106_02	WEE327	HMBL108_02	TET
N159_BC05	HMBL109	WEE088	HMBL111	KAN
N159_BC06	HMBL109	WEE088	HMBL111	STREP
N159_BC07	HMBL109	WEE088	HMBL111	TET
N162_BC05	HMBL109	WEE088	HMBL111	AMP
N177_BC01	HMBL109_02	WEE329	HMBL111_02	AMP
N177_BC02	HMBL109_02	WEE329	HMBL111_02	CHLOR
N177_BC03	HMBL109_02	WEE329	HMBL111_02	KAN
N177_BC04	HMBL109_02	WEE329	HMBL111_02	TET
N240_BC04	HMBL109_02	WEE329	HMBL111_02	BHI
N113_BC11	HMBL112	WEE096	HMBL114	AMP
N113_BC12	HMBL112	WEE096	HMBL114	CHLOR
N114_BC01	HMBL112	WEE096	HMBL114	KAN
N114_BC02	HMBL112	WEE096	HMBL114	TET
N200_BC11	HMBL112	WEE096	HMBL114	BHI
N205_BC05	HMBL112	WEE096	HMBL114	STREP
N190_BC05	HMBL112_02	WEE326	HMBL114_02	AMP
